asin,Title,MainImage,Rating,NumberOfReviews,Items,MoreInfo,unit,category
B09K9QJ2QY,"Just Add Ramen - Variety Pack of Vegan Protein Bites -Plant-Based Meat Substitute -3 Flavors of Dry Soy Crumbles -13g of Vegetarian Protein -Gluten Free -12 Single-Serving Packs, 1.06 Ounces Each",https://m.media-amazon.com/images/I/419+0LyehNL.jpg,3.8,33 ratings," THREE FLAVOR VARIETY PACK – Includes Roasted Chick’n, Spicy Orange, and Thai Basil Chick’n plant-based protein bites. Easily turn your Ramen into a nutrition-packed meal and add great texture and taste.  , CLEAN, PLANT POWERED PROTEIN - This excellent source of protein blends vegan, gluten-free, kosher ingredients and contains all essential amino acids. Made from US soy with no sodium added.  , HEARTY AND LEAN CHOICE - Each healthy Just Add Ramen flavor contains over 13 grams of plant-based protein per 1.06 oz single serve packet, with only 100 calories and 3.5 grams total fat.  , A MEAL READY IN MINUTES - Simply add our dehydrated protein granules to your regularly prepared Ramen along with the provided seasoning pack. Then stir, let sit for one minute - and enjoy!  , NO REFRIGERATION NEEDED - Unlike most other meat substitutes, Just Add Ramen is shelf stable for 12 months. Just store your ready-to-cook protein packets in a cool, dry place until use.  ",,,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Meatballs, Chunks & Crumbles
             "
B07YHBPDR4,"365 By Whole Foods Market, Traditional Plant-Based Burgers, 10 Ounce",https://m.media-amazon.com/images/I/41dqdn5DFtL.jpg,4.3,"2,444 ratings"," No hydrogenated fats or high fructose corn syrup allowed in any food  , No bleached or bromated flour  , No synthetic nitrates or nitrites  ","Brand: 365 By Whole Foods Market,Item Form: Frozen,Weight: 10 Ounces,Size: 2.5 Ounce (Pack of 4),Allergen Information: Soy",,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Burgers & Patties
             "
B086VPCXMJ,"Asante Plant-Based Pastor - Vegan Meatless Pork - Vegetarian Food, Meat Substitute with Authentic Mexican Flavor - Fresh, Delicious Flavors Made with Natural, Organic Ingredients",https://m.media-amazon.com/images/I/41xixey28IL.jpg,4.0,43 ratings," SAVOR THE TASTE OF SPIT-ROASTED PORK Slow cooked on a vertical rotisserie and marinated with a delicious combination of spices, our plant-based version is as close as it gets.  , EASY PREPARATION & NUMEROUS POSSIBILITIES Please your palate by packing your pita with unparalleled taste. Top it with a grilled pineapple, and satisfy even the most discerning tastebuds.  , PLANT-BASED GOURMET EXPERIENCE Fabulous flavor, protein-packed, ultra-healthy meatless meal infused with classic Mexican authenticity. 100% natural, organic ingredients from local growers.  , ENJOY ASANTÉ PLANT-BASED AUTHENTIC MEATS Try our meals - Ceviche, Barbacoa, Pastor & Cochinita Pibil. Food that respects traditional flavors and protects our natural resources.  , PROMOTING SUSTAINABILITY Consuming plant-based meat is not only healthier, it reduces your carbon footprint and the destructive results of antibiotics and hormones.  ",,,"
                Grocery & Gourmet Food
            ,
                 Meat Substitutes
             "
B07HFKM9NX,"Tillamook Country Smoker Zero Sugar Keto Friendly Beef Jerky, Black Pepper, 2.2 Ounce",https://m.media-amazon.com/images/I/51xdufmAcYL.jpg,4.3,"2,570 ratings"," Keto Friendly Zero Sugar Black Pepper Beef Jerky: This beef jerky delivers a small but mighty peppercorn kick with 0 grams sugar, 0 grams total carbs, and 14 grams of protein per serving  , Perfect Protein On the Go: With 14 grams of protein per serving, our artfully smoked, premium beef jerky makes for a perfect portable protein snack anytime to keep you satisfied and energized on the go  , Shop Our Whole Range: We make a wide variety of jerky and meat sticks, including Keto Friendly Zero Sugar, Old Fashioned, Teriyaki, Pepperoni, Spicy Jalapeño, Sweet and Spicy, Pepper, and more  , Crafted by the Best: We use only the best beef and seasonings fresh from the farm; Smoking our beef jerky over real hardwood gives it an unparalleled taste; No shortcuts, just fire and smoke and patience  , Handcrafted in Oregon: For over 4 decades, we’ve been making mouth watering smokehouse snacks, the kind you can only get when you mix hard work, simple ingredients and real hardwood smoke  ","Brand: TILLAMOOK COUNTRY SMOKER,Flavor: Black Pepper,Item Form: Stick,Weight: 2.2 Ounces,Item Firmness Description: Hard",,"
                Grocery & Gourmet Food
            ,
                Snacks & Sweets
            ,
                Snack Foods
            ,
                Meat Snacks
            ,
                 Jerky
             "
B07K6Z9CR8,"Loma Linda - Plant-Based Meat Substitute (47 oz) (Swiss Stake with Gravy, 6 Pack)",https://m.media-amazon.com/images/I/51fN0QBaF-S.jpg,3.3,4 ratings, Loma Linda - Plant-Based Meat Substitute  ,,,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Meatballs, Chunks & Crumbles
             "
B000WLXM02,"BOCA Spicy Vegan Chik'n Veggie Patties with Non-GMO Soy, 4 ct Box",https://m.media-amazon.com/images/I/4121uJZYUdL.jpg,4.6,"2,766 ratings"," One 4 ct box of BOCA Spicy Vegan Chik’n Veggie Patties with Non-GMO Soy  , BOCA Non-GMO Soy Spicy Chik’n Veggie Patties are a tasty alternative to traditional chicken patties  , Each veggie patty contains 140 calories and 12 grams of protein. See nutrition information for sodium content.  , Satisfying meatless patty ideal for vegetarian and vegan diets  , Frozen vegan patties make delicious sandwiches and can be topped with veggies, spreads and much more  , Easy preparation on a grill, stovetop, oven or microwave  , Frozen patties are a quick and convenient meatless option  ",,,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Burgers & Patties
             "
B084ML3L8K,"Dr. Praeger's, Perfect Burgers, 4 Ounce, 2 Count",https://m.media-amazon.com/images/I/51f-O-1JtAL.jpg,4.4,457 ratings," Non-GMO Project Verified, Gluten Free, Certified Vegan, Certified Kosher, Soy Free  , THE PERFECT BURGER - 20g Pure Plant Protein in per serving with 4 types of veggies  , CONVENIENT AND DELICIOUS - Enjoy a quick, easy-to-prepare meat-free meal the whole family will love  , COOK IT YOUR WAY - Pop on the grill, toss on your stovetop or bake it to perfection  , SENSIBLY CRAFTED - Stop choosing between nutritious food and indulgence and select wholesome food that makes eating well easy  ",,,"
                Grocery & Gourmet Food
            ,
                 Meat Substitutes
             "
B0B287PY74,"Rani Soya Chunks Nuggets (High Protien) Vadi, 160oz (10lbs) 4.54kg Bulk Box ~ All Natural, Salt-Free | Vegan | No Colors | Gluten Friendly | NON-GMO | Indian Origin | Meat Alternate Substitute",https://m.media-amazon.com/images/I/51HTkB68cAL.jpg,4.0,130 ratings," You'll LOVE our Soya Chunks by Rani Brand--Here's Why:  , ❤️Great Meat Substitute / Alternate 100% Natural, No preservatives or ""fillers"" ... NON-GMO  , ❤️Packed in a Bulk Carton Box, let us tell you how important that is when using soya products, protects them from moisture.  , ❤️Rani is a USA based company selling spices for over 40 years, buy with confidence!  , ❤️Net Wt. 160oz (10lbs) 4.54kg, Authentic Indian Product, Product of India Alternative Name (Indian) ⭐Meal Starter  ",,,"
                Grocery & Gourmet Food
            ,
                 Meat Substitutes
             "
B074H5HJ11,"365 by Whole Foods Market, Tofu Extra Firm Organic, 14 Ounce",https://m.media-amazon.com/images/I/51QfWB6PBKL.jpg,4.7,"7,633 ratings"," 365 by Whole Foods Market products give you that dance-down-the-aisles feeling, virtual aisles too! Our huge range of choices with premium ingredients at prices you can get down with makes grocery shopping so much more than tossing the basics in your cart.  ",,,"
                Grocery & Gourmet Food
            ,
                Produce
            ,
                Vegetarian Proteins
            ,
                 Tofu
             "
B09238J2DJ,"Hungry Planet Chicken™ Grilled Strips, Plant-Based / Vegan (3lb, 6/8oz Pouches)",https://m.media-amazon.com/images/I/51MXPJLS+ZL.jpg,5.0,3 ratings," CRAVEABLE MEAT TASTE & TEXTURE, PLANT-BASED: Superior tasting, chef-crafted plant-based grilled chicken strips. Taste so hearty and texture so meaty that it satisfies everyone from meat lover to vegan.  , PRE-COOKED IS EASIER: We have pre-cooked our grilled chicken strips so you can eat them as soon as possible.  , SO MANY WAYS TO ENJOY: Hungry Planet Chicken Grilled Strips are perfect for fajitas, in burritos, on pasta; any dish requiring conventional grilled chicken strips.  , NO SATURATED FAT: Packed with protein and fiber, Hungry Planet Chicken is a healthful way to be kinder to your body and our planet.  , VARIETY IS VITAL: Hungry Planet goes far beyond chicken with our broad selection. Nothing is impossible with our wide selection of delicious, nutritious, plant-based meats; simply swap Hungry Planet 1:1 for conventional meat in your favorite recipes.  ","Brand: HUNGRY PLANET,Variety: Chicken,Biological Source: Chicken,Item Form: Pouch",,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Strips & Cutlets
             "
B0935GFJ3W,Bella Sun Luci Plant-Based Tomato Jerky-Sriracha,https://m.media-amazon.com/images/I/41YEL0Ii3SS._AC_.jpg,2.7,15 ratings," Women Owned  , Gluten Free  , Non-GMO  , Vegan  , Kosher Certified  ","Brand: Bella Sun Luci,Flavor: Sriracha,Unit Count: 2.00 Ounce,Item Dimensions LxWxH: 5.5 x 1.5 x 7.5 inches,Package Weight: 0.07 Kilograms",,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Jerky
             "
B07SRCZYQ5,100% Vegan Frozen Meat Substitutes Medium size,https://m.media-amazon.com/images/I/41GIU5LaGLL.jpg,,, Organic Vegan NON GMO Meat Substitutes  ,,,"
                Grocery & Gourmet Food
            ,
                 Meat Substitutes
             "
B07WZRZYB8,"Gardein, Burger Beefless Ultimate, 12 Ounce",https://m.media-amazon.com/images/I/41UoUsm+36L.jpg,4.5,"1,915 ratings"," MOUTH WATERING FLAVOR - Our meatless burgers offer a tasty alternative to beef burgers. With only 140 calories and 70% less fat than a beef burger, these flavorful patties are sure to be a hit.  , GREAT ON THE GRILL - Whether you are cooking these flavorful patties up on the grill, or in a pan, never let diet restrictions limit your ability to enjoy a great burger again. You'll love this Gluten Free solution!  , PACKED WITH PLANT BASED PROTEIN - Made with a savory blend of soy, wheat, vegetables, and 16 grams of protein per serving, this vegetarian option is sure to keep you satisfied.  , QUICK AND CONVENIENT - Our quick and easy meat free meal solutions are ready in just minutes, so you don't have to spend all your time in the kitchen.  , MEATLESS IS TASTY - Not only are our meals delicious and flavorful, they also contain vitamins and minerals and are Vegan Certified, Dairy Free and Kosher, so they fit into a variety of healthy lifestyles.  ",,,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Burgers & Patties
             "
B00J1ZNSO0,Beyond Meat Plant-Based Beefy Crumbles 10 oz,https://m.media-amazon.com/images/I/51WUsydKjbL.jpg,4.1,"2,634 ratings"," CONVENIENT & FLAVORFUL: these plant-based beef crumbles add a punch of protein to any meal and go from freezer to plate in 5 minutes or less  , EXCELLENT SOURCE OF PROTEIN: 14 grams of plant-based protein per serving from peas. See nutrition panel for fat, sat fat and sodium content.  , NUTRITIOUS: each serving has only 3 grams of fat, no saturated fat and no cholesterol  , LESS IS MORE: made with simple, plant-based ingredients with no GMOs, soy or gluten. All of Beyond Meat products are vegan, kosher and have no antibiotics or hormones  , 10 OZ PLANT-BASED CRUMBLES PER BAG: frozen and ready to cook  ",,,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Meatballs, Chunks & Crumbles
             "
B07JNMMNHH,"SunflowerFamily® Organic Sunflower Haché - Single-Ingredient Gluten-Free Meat Alternative - Certified USDA Organic, Certified Vegan, Non-GMO Project Verified",https://m.media-amazon.com/images/I/516BRAs6IhL.jpg,4.2,82 ratings," Certified USDA Organic, Vegan, Kosher & Non-GMO Project Verified  , Made From One Ingredient: Organic Textured Sunflower Protein  , No Added Sugars, No Soy, No Dairy, No Fat, Gluten Free  , Plant Based Ground Meat Alternative, Shelf Stable  ",,,"
                Grocery & Gourmet Food
            ,
                 Meat Substitutes
             "
B09237LZ7V,"Hungry Planet Pork™ Thai Meatballs, Plant-Based / Vegan (3lb, 6/8oz Pouches)",https://m.media-amazon.com/images/I/51w5FvmSwyL.jpg,5.0,2 ratings," CRAVEABLE MEAT TASTE & TEXTURE, PLANT-BASED: Superior tasting, chef-crafted plant-based pork Thai meatballs. Taste so hearty and texture so meaty that it satisfies everyone from meat lover to vegan.  , PRE-COOKED IS EASIER: We have pre-cooked our Pork Thai Meatballs so that you can eat them as soon as possible.  , NO SATURATED FAT: Packed with protein and fiber, with fewer calories and less fat (no saturated fat) than conventional and competitor meats, Hungry Planet Pork is a healthful way to be kinder to our planet.  , 17G PLANT-BASED PROTEIN: Hungry Planet Pork Thai Meatballs are an excellent source of protein with 17g per serving.  , SO MANY WAYS TO ENJOY: Hungry Planet Pork Thai Meatballs are perfect for any dish requiring conventional Asian-Styled pork.  ",,,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Meatballs, Chunks & Crumbles
             "
B0B4P2WYCJ,"Moku Plant-Based Mushroom Jerky, Original Flavor (6 Pack) Vegan Beef Jerky, Gluten Free, Soy-Free, Non-Gmo Vegan Snacks, Vegan Meat No Artificial Sweetener Vegan Food, Healthy Snacks, 2.0 Oz Ea",https://m.media-amazon.com/images/I/51JfyIJAFvL.jpg,3.9,"1,738 ratings"," ✿【Less Is More Flavorful】– Moku vegetarian jerky in Original flavor transforms the mighty mushroom snack into a savory vegan jerky featuring the taste of garlic, onion, and cracked black pepper. Simple yet tasty, each original vegan snack pack comes with 9g of fiber, 6g of protein, and only 4g of sugar.  , ✿【Meat-Like Taste, 100% Plant-Based Vegan Snacks】– Moku mushroom jerky is a vegan food like no other. Made to be good for you and the planet, our vegan meat jerky uses king oyster mushrooms to capture the texture and flavor of our all-time favorite snack pack. Powered by plants to empower the environment, you can trust each bite of our jerky sticks to satisfy your jerky beef cravings in the cleanest way possible.  , ✿【Chef-Formulated Plant Based Snacks】– Tasty but healthy jerky beef sounds too good to be true, but we’ve made it possible. Each serving of our vegan beef jerky snack pack features heart-healthy ingredients known for their rich nutrient profile including king oyster mushrooms, tomatoes, chickpeas, coconut, and maple syrup. Each serving of this delicious vegetarian meat treat contains only 170 calories, 7g of fat, 22-23g of carbs, plus iron, magnesium, and calcium.  , ✿【Vegan Foods Made Clean for You & the Planet】– Apart from sourcing mushrooms grown organically - Moku plant based vegan jerky is also gluten free, soy-free, non-GMO, and uses no artificial sweeteners. Moreover, one bag of Moku vegetarian jerky saves 12 ft2 of land, 107 gal of water, and 11 lbs of co2 compared to a bag of beef jerky.  , ✿【New and Improved Flavor】– Your taste buds are in for a treat with our jerky’s new texture. Our chefs here at Moku took bold steps to fill your every bite with a mouthful of our classic flavors: in the form of a juicy jerky that feels like real meat — except, it isn’t.  ","Brand: MOKU,Flavor: Original,Item Form: Stick,Package Type: Bag,Weight: 2 Ounces",,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Jerky
             "
B09MHWB9D6,"Wooden Tofu Maker Press Kit, Made of Japanese Cypress Hinoki Wood, Sturdy and Lightweight, 6.69 x 4.84 x 3.93 inch",https://m.media-amazon.com/images/I/31ADZcFz0VL.jpg,,," Premium wooden tofu maker press kit  , Includes a tofu box/press, a cloth bag and a sheet cloth for making tofu  , Features sturdy, lightweight, and beautiful design - Ideal for the kitchen  , Made from 100% Hinoki wood (Japanese Cypress)  , Dimensions: 6.69 x 4.84 x 3.93"" - Weight: 1.25 lbs  ",,,"
                Grocery & Gourmet Food
            ,
                Produce
            ,
                Vegetarian Proteins
            ,
                 Tofu
             "
B09TYNFJ8H,千张豆腐An Hui soy thousand sheets Tofu Skin Handmade Thousands of Tofu Skin Tofu Bamboo Dried Tofu Skin Soy Products Hot Pot Ingredients Cold Vegetable Fried Oil Tofu Skin Convenient Pack安徽千张 (soy),https://m.media-amazon.com/images/I/51raH-pnO+L.jpg,,," The raw material is high quality soybean and water, so it is a kind of natural delicious green food. It is rich in protein and nutrients.  , It is oil and bright, yellow and white in color, without adding, easy foaming, rich of bean fragrance and mellow taste.  , Suitable for all people especially the vegetarians. It can be cooked in all ways.  , Soaking in the water for 1 hours to make soft , suitable for stir-frying, stewing, boiling, soup and so on.  , Asian Tofu’s nearly 100 recipes explore authentic,ancient fare and modern twists that capture the culinary spirit of East, Southeast, and South Asia.  ",," Flavor Name: , soy ","
                Grocery & Gourmet Food
            ,
                Produce
            ,
                Vegetarian Proteins
            ,
                 Tofu
             "
B098BRQZYL,SÖYKIN SLABS & SÖYKIN HUNKS | 2 PACK COMBO | 🌱100% PLANT BASED | HEALTHY MEAT ALTERNATIVE | TEXTURED VEGETABLE PROTEIN | VEGAN | NON-GMO | CRUELTY FREE,https://m.media-amazon.com/images/I/51KTrAV9KuS.jpg,,," 🥗 HIGH QUALITY TEXTURED VEGETABLE PROTEIN: 100% Vegan and Non-GMO. Textured Vegetable Protein is an excellent alternative to meat and a vegan source of complete protein  , 👪 MONEY SAVING 2 PACK COMBO: Incredible meat-like texture, these are a Vegan Kitchen Staple. 100% Vegan, Non-GMO, Shelf Stable, Restaurant Quality  , 🐄 CRUELTY FREE: Not only are our products Vegan but they are also, NON-GMO, Contain No Trans Fats and made in a facility that produces Vegan Only Products  , 👩‍🍳 EASY TO COOK: Simply boil or soak the textured vegetable protein in boiling water for 7-10 Minutes, squeeze the water out and you are good to go. Simply use in place of meat in any recipe. Your guests and family will be AMAZED with its QUALITY and likeness to real meat. BE A HERO!  , 🌮 VERSATILE: Use to Make Vegetarian & Vegan Stir Fry and Versions of Meat Based Favorites like Chicken Enchiladas, Tacos, Chili, Beef Stew and MORE!  ",,,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Meatballs, Chunks & Crumbles
             "
B08GYGJL7R,"the ""team hot + spicy"" half-dozen (100% plant-based vegan mushroom jerky)",https://m.media-amazon.com/images/I/51NOvLkz1CL.jpg,5.0,2 ratings," 🍄 100% plant-based mushroom jerky  , 🍄 They're healthy - Made from non-GMO ingredients, they provide important nutrients such as selenium, potassium, vitamins B2 & B3, vitamin D, and more  , 🍄 They're delicious - munchrooms combine the subtle umami of mushrooms, black pepper, and a meaty, satisfying texture  , 🍄 They're filling - With a healthy serving of fiber in each pack, munchrooms keep you full longer  ","Brand: Munchrooms,Flavor: Chili, Spicy, Pepper, Sweet and Hot,Unit Count: 6.00 Count",,"
                Grocery & Gourmet Food
            ,
                Meat Substitutes
            ,
                 Jerky
             "
